ref,pollster,publisher,fieldwork_start,fieldwork_end,respondents,method,question_type,qid,question,party,party_as_written,seats,pct,undecided_pct,in_model,cec_publish_date
4054,לזר מחקרים,מעריב,2026-07-29,2026-07-30,501,internet,scenario,2,"אם לקראת הבחירות לכנסת תקום מפלגה חדשה בראשות בני גנץ, איילת שקד, יולי אדלשטיין ודדי שמחי, שאר המפלגות ללא שינוי למי תצביע?",כחול לבן,"מפלגה חדשה בראשות בני גנץ, איילת שקד, יולי אדלשטיין ודדי שמחי",4,3.8,,1,2026-08-10
4054,לזר מחקרים,מעריב,2026-07-29,2026-07-30,501,internet,scenario,2,"אם לקראת הבחירות לכנסת תקום מפלגה חדשה בראשות בני גנץ, איילת שקד, יולי אדלשטיין ודדי שמחי, שאר המפלגות ללא שינוי למי תצביע?",בית ציוני,בית ציוני בראשות חילי טרופר ויועז הנדל,0,2.4,,1,2026-08-10
4054,לזר מחקרים,מעריב,2026-07-29,2026-07-30,501,internet,scenario,2,"אם לקראת הבחירות לכנסת תקום מפלגה חדשה בראשות בני גנץ, איילת שקד, יולי אדלשטיין ודדי שמחי, שאר המפלגות ללא שינוי למי תצביע?",אחר,"בל""ד בראשות סמי אבו שחאדה",0,0.9,,1,2026-08-10
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",הליכוד,הליכוד בראשות בנימין נתניהו,23,18.4,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",ישר,מפלגת ישר! בראשות גדי איזנקוט,23,18.3,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",ביחד,ביחד בראשות נפתלי בנט,13,10.5,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,9,7.2,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,7.2,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",הדמוקרטים,מפלגת הדמוקרטים בראשות יאיר גולן,8,6.4,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי","ש""ס","ש""ס בראשות אריה דרעי",8,6.4,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",יהדות התורה,יהדות התורה בראשות יצחק גולדקנופף,8,6.4,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",הרשימה המשותפת,"חד""ש-תע""ל בראשות יוסף ג'אברין ואחמד טיבי",6,4.8,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי","רע""ם","רע""ם בראשות מנסור עבאס",5,4.0,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",בית ציוני,בית ציוני-המילואימניקים בראשות חילי טרופר ויועז הנדל,4,3.3,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',4,3.3,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",כחול לבן,איחוד של בני גנץ (כחול לבן) ודדי שמחי,0,1.4,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,main,1,"אילו היו מתקיימות היום הבחירות לכנסת, והמפלגות המתמודדות יהיו המפלגות הבאות עם ראשי המפלגות שברשימה בפניך, עבור איזו מפלגה היית מצביע? - חישוב המנדטים - מצב נוכחי",אחר,"בל""ד בראשות סמי אבו שחאדה",0,2.2,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,הליכוד,הליכוד בראשות בנימין נתניהו,23,17.3,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,ישר,מפלגת ישר! בראשות גדי איזנקוט,23,17.3,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,ביחד,ביחד בראשות נפתלי בנט,13,9.7,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,הדמוקרטים,מפלגת הדמוקרטים בראשות יאיר גולן,9,6.8,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,ישראל ביתנו,ישראל ביתנו בראשות אביגדור ליברמן,9,6.7,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,עוצמה יהודית,עוצמה יהודית בראשות איתמר בן גביר,8,6.1,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,"ש""ס","ש""ס בראשות אריה דרעי",8,6.1,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,יהדות התורה,יהדות התורה בראשות יצחק גולדקנופף,8,6.0,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,הרשימה המשותפת,"חד""ש-תע""ל בראשות יוסף ג'אברין ואחמד טיבי",6,4.5,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,"רע""ם","רע""ם בראשות מנסור עבאס",5,3.8,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,הציונות הדתית,הציונות הדתית בראשות בצלאל סמוטריץ',4,3.3,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,בית ציוני,בית ציוני-המילואימניקים בראשות חילי טרופר ויועז הנדל,4,3.3,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,כחול לבן,איחוד של בני גנץ (כחול לבן) ודדי שמחי,0,1.2,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,עמך ישראל,מפלגת ימין חדשה בראשות עופר וינטר,0,3.0,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,האחדות,מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין,0,2.8,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,2,סיטואציה חדשה א': אם ירוצו שתי מפלגות חדשות: (1) מפלגת ימין חדשה בראשות גלעד ארדן ויולי אדלשטיין (2) מפלגת ימין חדשה בראשות עופר וינטר,אחר,"בל""ד בראשות סמי אבו שחאדה",0,2.2,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,3,"סיטואציה חדשה ב': יואב סיגלוביץ יצטרף למפלגת רע""ם בראשות מנסור עבאס",הליכוד,הליכוד בראשות בנימין נתניהו,23,18.4,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,3,"סיטואציה חדשה ב': יואב סיגלוביץ יצטרף למפלגת רע""ם בראשות מנסור עבאס",ישר,מפלגת ישר! בראשות גדי איזנקוט,23,18.4,,1,2026-08-03
4040,קנטאר,כאן 11,2026-08-02,2026-08-02,551,internet,scenario,3,"סיטואציה חדשה ב': יואב סיגלוביץ יצטרף למפלגת רע""ם בראשות מנסור עבאס",ביחד,ביחד בראשות נפתלי בנט,13,10.5,,1,2026-08-03
